Pairs,Freq
th,0.04390243902439024
te,0.03902439024390244
he,0.02926829268292683
re,0.02926829268292683
in,0.026829268292682926
er,0.026829268292682926
is,0.02195121951219512
ra,0.02195121951219512
of,0.02195121951219512
en,0.02195121951219512
an,0.01951219512195122
ex,0.01951219512195122
ng,0.01707317073170732
ur,0.01707317073170732
ce,0.01707317073170732
ai,0.014634146341463415
xt,0.014634146341463415
nt,0.014634146341463415
st,0.012195121951219513
nd,0.012195121951219513
or,0.012195121951219513
tr,0.012195121951219513
at,0.012195121951219513
mo,0.012195121951219513
ad,0.012195121951219513
ac,0.012195121951219513
ea,0.00975609756097561
ni,0.00975609756097561
to,0.00975609756097561
de,0.00975609756097561
le,0.00975609756097561
ge,0.00975609756097561
tt,0.00975609756097561
cu,0.00975609756097561
et,0.00975609756097561
pa,0.00975609756097561
ir,0.00975609756097561
be,0.00975609756097561
as,0.00975609756097561
hi,0.007317073170731708
fo,0.007317073170731708
it,0.007317073170731708
es,0.007317073170731708
oc,0.007317073170731708
cc,0.007317073170731708
nc,0.007317073170731708
dj,0.007317073170731708
ja,0.007317073170731708
rs,0.007317073170731708
el,0.007317073170731708
ec,0.007317073170731708
on,0.007317073170731708
ta,0.004878048780487805
al,0.004878048780487805
os,0.004878048780487805
se,0.004878048780487805
ro,0.004878048780487805
pl,0.004878048780487805
av,0.004878048780487805
ve,0.004878048780487805
ag,0.004878048780487805
ts,0.004878048780487805
ru,0.004878048780487805
uc,0.004878048780487805
ct,0.004878048780487805
tu,0.004878048780487805
ha,0.004878048780487805
we,0.004878048780487805
ar,0.004878048780487805
di,0.004878048780487805
od,0.004878048780487805
il,0.004878048780487805
ll,0.004878048780487805
ou,0.004878048780487805
co,0.004878048780487805
un,0.004878048780487805
nu,0.004878048780487805
um,0.004878048780487805
mb,0.004878048780487805
lo,0.004878048780487805
pu,0.0024390243902439024
rp,0.0024390243902439024
po,0.0024390243902439024
pr,0.0024390243902439024
ov,0.0024390243902439024
vi,0.0024390243902439024
id,0.0024390243902439024
xa,0.0024390243902439024
am,0.0024390243902439024
mp,0.0024390243902439024
gl,0.0024390243902439024
li,0.0024390243902439024
sh,0.0024390243902439024
wr,0.0024390243902439024
ri,0.0024390243902439024
ed,0.0024390243902439024
if,0.0024390243902439024
ff,0.0024390243902439024
fe,0.0024390243902439024
bu,0.0024390243902439024
ui,0.0024390243902439024
ld,0.0024390243902439024
wi,0.0024390243902439024
hr,0.0024390243902439024
ug,0.0024390243902439024
gh,0.0024390243902439024
ot,0.0024390243902439024
ch,0.0024390243902439024
iq,0.0024390243902439024
qu,0.0024390243902439024
ue,0.0024390243902439024
ca,0.0024390243902439024
au,0.0024390243902439024
us,0.0024390243902439024
oo,0.0024390243902439024
ok,0.0024390243902439024
ki,0.0024390243902439024
fi,0.0024390243902439024
ds,0.0024390243902439024
om,0.0024390243902439024
me,0.0024390243902439024
so,0.0024390243902439024
dd,0.0024390243902439024
ne,0.0024390243902439024
ss,0.0024390243902439024
sa,0.0024390243902439024
ry,0.0024390243902439024
xp,0.0024390243902439024
la,0.0024390243902439024
na,0.0024390243902439024
ti,0.0024390243902439024
io,0.0024390243902439024
